# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] LeveragingBaggingClassifier(base_estimator=HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=None, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05), delta=0.002, enable_code_matrix=False, leverage_algorithm='leveraging_bag', n_estimators=10, random_state=None, w=4.0)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=inf, metrics=['accuracy', 'f1', 'kappa', 'running_time', 'model_size'], n_wait=200, output_file='/content/drive/My Drive/Colab ' 'Notebooks/Projects/TIS-IEEE-2020/outputs/output_leverage_m.csv', pretrain_size=2000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],mean_f1_[M0],current_f1_[M0],mean_kappa_[M0],current_kappa_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
143000,0.939296,0.960000,0.955976,0.969925,0.858287,0.910233,2316.893543,188.954755,2505.848298,68653.331055
144000,0.939399,0.945000,0.956049,0.957854,0.858534,0.878721,2332.513396,190.344616,2522.858013,68996.241211
145000,0.939340,0.935000,0.956007,0.952727,0.858396,0.848943,2348.381673,191.817063,2540.198736,69386.452148
146000,0.939428,0.965000,0.956068,0.976109,0.858610,0.910692,2364.327686,193.252412,2557.580099,69745.268555
147000,0.939500,0.930000,0.956114,0.947761,0.858804,0.841718,2379.988690,194.678531,2574.667221,69874.174805
148000,0.939565,0.920000,0.956156,0.938931,0.858975,0.823165,2396.185118,196.120938,2592.306056,70217.346680
149000,0.939574,0.930000,0.956153,0.944444,0.859038,0.849995,2411.798830,197.844002,2609.642832,70450.479492
150000,0.939557,0.950000,0.956137,0.964539,0.859008,0.879851,2427.432842,199.285562,2626.718404,70663.307617
151000,0.939507,0.945000,0.956100,0.960289,0.858893,0.870862,2443.383415,200.720319,2644.103734,71044.096680
152000,0.939530,0.950000,0.956108,0.962121,0.858981,0.888703,2459.377095,202.218150,2661.595246,71319.889648
153000,0.939546,0.950000,0.956107,0.963768,0.859070,0.883178,2475.290516,203.717768,2679.008284,71817.924805
154000,0.939627,0.935000,0.956168,0.952030,0.859252,0.851463,2491.248505,205.211315,2696.459820,71993.752930
155000,0.939649,0.945000,0.956182,0.957529,0.859310,0.879544,2507.604256,206.731433,2714.335689,72420.682617
156000,0.939677,0.950000,0.956206,0.964539,0.859362,0.879808,2523.320230,208.171339,2731.491569,72642.995117
157000,0.939679,0.955000,0.956209,0.967972,0.859360,0.892422,2539.267425,209.664997,2748.932422,72809.420898
158000,0.939745,0.940000,0.956254,0.957143,0.859523,0.857296,2555.093334,211.113700,2766.207034,73604.061523
159000,0.939797,0.950000,0.956294,0.964539,0.859636,0.880024,2570.897266,212.584788,2783.482055,74192.831055
160000,0.939830,0.950000,0.956312,0.961240,0.859736,0.890865,2586.729856,214.047666,2800.777522,74913.057617
161000,0.939906,0.950000,0.956370,0.965278,0.859902,0.876007,2602.520591,215.510232,2818.030824,75235.932617
162000,0.939925,0.950000,0.956391,0.963235,0.859921,0.885110,2618.369866,216.962795,2835.332661,75714.053711
163000,0.939994,0.960000,0.956438,0.970803,0.860091,0.907407,2634.280097,218.432749,2852.712845,76157.096680
164000,0.940067,0.940000,0.956503,0.958904,0.860218,0.847793,2650.418049,219.975319,2870.393368,76540.721680
165000,0.940073,0.940000,0.956502,0.954545,0.860249,0.866548,2666.528066,221.534975,2888.063041,77209.131836
166000,0.940158,0.960000,0.956567,0.971429,0.860433,0.904773,2682.439535,223.027954,2905.467489,77564.545898
167000,0.940157,0.970000,0.956568,0.979592,0.860425,0.922998,2698.443197,224.522799,2922.965996,78122.065430
168000,0.940228,0.970000,0.956615,0.977273,0.860608,0.933163,2714.132114,225.984323,2940.116436,78371.862305
169000,0.940196,0.940000,0.956592,0.957143,0.860535,0.857160,2730.121750,227.450600,2957.572350,78589.823242
170000,0.940260,0.950000,0.956646,0.965035,0.860653,0.877376,2746.154447,228.979552,2975.133999,78841.303711
171000,0.940294,0.935000,0.956674,0.955017,0.860719,0.837946,2762.766673,230.500908,2993.267581,79506.174805
172000,0.940333,0.950000,0.956702,0.964789,0.860814,0.878817,2778.509270,231.958284,3010.467554,79835.725586
173000,0.940262,0.940000,0.956655,0.958904,0.860628,0.847812,2794.426164,233.415849,3027.842013,80383.573242
174000,0.940312,0.965000,0.956690,0.973978,0.860749,0.920599,2810.387158,234.912097,3045.299255,80962.694336
175000,0.940080,0.855000,0.956507,0.890566,0.860268,0.678990,2826.764625,236.443557,3063.208182,81575.471680
176000,0.939743,0.910000,0.956226,0.923729,0.859624,0.815517,2843.717233,238.065229,3081.782463,82085.233398
177000,0.939455,0.865000,0.955982,0.876712,0.859089,0.730539,2860.682199,239.715452,3100.397651,82901.038086
178000,0.939254,0.870000,0.955800,0.879630,0.858764,0.742063,2877.508983,241.370125,3118.879108,83634.319336
179000,0.939045,0.920000,0.955607,0.931034,0.858433,0.836401,2895.157693,243.004360,3138.162053,75846.788086
180000,0.938832,0.885000,0.955417,0.896861,0.858075,0.768239,2912.579856,244.747046,3157.326902,76187.475586
181000,0.938656,0.890000,0.955248,0.900000,0.857817,0.779205,2929.641928,246.390755,3176.032683,76655.889648
182000,0.938436,0.925000,0.955055,0.939759,0.857436,0.840764,2947.297636,248.029052,3195.326689,69325.518555
